0,0.39814814814814814,0.0,0.1917808219178082
1,0.8693693693693694,0.09615384615384616,0.8464912280701754
1,0.5935828877005348,0.0,0.3160621761658031
0,0.5903083700440529,0.0,0.30165289256198347
1,0.7597765363128491,0.0,0.484304932735426
1,0.9794520547945206,0.3939393939393939,0.9
1,0.9513888888888888,0.15384615384615385,0.8940397350993378
1,0.9764705882352941,0.21794871794871795,0.8232044198895028
1,0.8117647058823529,0.04487179487179487,0.45977011494252873
1,0.813953488372093,0.5833333333333334,0.7888888888888889
1,1.0,0.8333333333333334,1.0
0,0.4626865671641791,0.0,0.18932038834951456
0,0.581151832460733,0.0,0.24742268041237114
0,0.42038216560509556,0.0,0.21875
0,0.5842105263157895,0.0,0.29441624365482233
1,0.7122641509433962,0.0,0.536697247706422
1,0.6299212598425197,0.20833333333333334,0.39436619718309857
0,0.5663716814159292,0.0,0.25833333333333336
0,0.48148148148148145,0.0,0.2789115646258503
1,0.7157360406091371,0.0,0.3431372549019608
0,0.3320610687022901,0.0,0.15302491103202848
1,0.7172131147540983,0.0,0.4559386973180077
1,0.8782608695652174,0.1712962962962963,0.82
1,0.5298013245033113,0.2569444444444444,0.45
0,0.5721153846153846,0.0,0.22935779816513763
0,0.319672131147541,0.0,0.16535433070866143
0,0.53,0.0,0.26046511627906976
1,0.6197916666666666,0.0,0.3415841584158416
1,0.9217391304347826,0.26851851851851855,0.9294117647058824
1,1.0,0.717741935483871,1.0
0,0.6526946107784432,0.0,0.3551912568306011
0,0.4439461883408072,0.0,0.23376623376623376
1,0.7620481927710844,0.050314465408805034,0.5677233429394812
1,0.9470198675496688,0.0072992700729927005,0.774390243902439
1,0.3684210526315789,0.0,0.19298245614035087
0,0.5328947368421053,0.0,0.21818181818181817
0,0.6184971098265896,0.0,0.26666666666666666
0,0.5103092783505154,0.0,0.22110552763819097
1,0.8615384615384616,0.0,0.5047169811320755
1,0.6261682242990654,0.003257328990228013,0.5585585585585585
1,1.0,0.8866396761133604,0.9966996699669967
0,0.5798319327731093,0.0,0.2289156626506024
0,0.5154639175257731,0.0,0.23684210526315788
1,0.5845410628019324,0.0,0.29493087557603687
1,0.6171875,0.03508771929824561,0.5037593984962406
1,1.0,0.42735042735042733,0.9117647058823529
1,0.9916666666666667,0.6320754716981132,0.9923076923076923
0,0.550561797752809,0.0,0.2833333333333333
0,0.41935483870967744,0.0,0.2616822429906542
1,0.8351648351648352,0.0,0.6470588235294118
1,0.9270833333333334,0.0,0.85
0,0.3838383838383838,0.0,0.178743961352657
1,0.7087378640776699,0.0625,0.6619718309859155
1,0.8633879781420765,0.011834319526627219,0.7911111111111111
1,0.9606060606060606,0.7025316455696202,0.9298245614035088
1,1.0,0.789272030651341,0.8546712802768166
0,0.6139240506329114,0.0,0.2983425414364641
0,0.4380165289256198,0.0,0.2230769230769231
1,0.9727626459143969,0.5349794238683128,0.9270833333333334
1,0.9628099173553719,0.32894736842105265,0.9098039215686274
1,0.7336683417085427,0.0,0.4900990099009901
1,0.5138888888888888,0.0,0.25203252032520324
0,0.4152542372881356,0.0,0.1774193548387097
0,0.4861111111111111,0.0,0.22767857142857142
1,0.8451882845188284,0.16,0.6437246963562753
1,0.485,0.0,0.24271844660194175
1,0.9506726457399103,0.5789473684210527,0.8395061728395061
1,0.551219512195122,0.13089005235602094,0.2830188679245283
0,0.3612565445026178,0.0,0.16176470588235295
0,0.5321888412017167,0.0,0.24583333333333332
